pt range	total	half	sum	chiso
20~400		8	4	3	6.01425
20~400		8	4	3	6.0145
20~400		8	4	3	6.01475
20~400		8	4	3	6.015
20~400		8	4	3	6.01525
20~400		8	4	3	6.0155
20~400		8	4	3	6.01575
20~400		8	4	3	6.016
20~400		8	4	3	6.01625
20~400		8	4	3	6.0165
20~400		8	4	3	6.01675
20~400		8	4	3	6.017
20~400		8	4	3	6.01725
20~400		8	4	3	6.0175
20~400		8	4	3	6.01775
20~400		8	4	3	6.018
20~400		8	4	3	6.01825
20~400		8	4	3	6.0185
20~400		8	4	3	6.01875
20~400		8	4	3	6.019
20~400		8	4	3	6.01925
20~400		8	4	3	6.0195
20~400		8	4	3	6.01975
20~400		8	4	3	6.02
20~400		8	4	3	6.02025
20~400		8	4	3	6.0205
20~400		8	4	3	6.02075
20~400		8	4	3	6.021
20~400		8	4	3	6.02125
20~400		8	4	3	6.0215
20~400		8	4	3	6.02175
20~400		8	4	3	6.022
20~400		8	4	3	6.02225
20~400		8	4	3	6.0225
20~400		8	4	3	6.02275
20~400		8	4	3	6.023
20~400		8	4	3	6.02325
20~400		8	4	3	6.0235
20~400		8	4	3	6.02375
20~400		8	4	3	6.024
20~400		8	4	3	6.02425
20~400		8	4	3	6.0245
20~400		8	4	3	6.02475
20~400		8	4	3	6.025
20~400		8	4	3	6.02525
20~400		8	4	3	6.0255
20~400		8	4	3	6.02575
20~400		8	4	3	6.026
20~400		8	4	3	6.02625
20~400		8	4	3	6.0265
20~400		8	4	3	6.02675
20~400		8	4	3	6.027
20~400		8	4	3	6.02725
20~400		8	4	3	6.0275
20~400		8	4	3	6.02775
20~400		8	4	3	6.028
20~400		8	4	3	6.02825
20~400		8	4	3	6.0285
20~400		8	4	3	6.02875
20~400		8	4	3	6.029
20~400		8	4	3	6.02925
20~400		8	4	3	6.0295
20~400		8	4	3	6.02975
20~400		8	4	3	6.03
20~400		8	4	3	6.03025
20~400		8	4	3	6.0305
20~400		8	4	3	6.03075
20~400		8	4	3	6.031
20~400		8	4	3	6.03125
20~400		8	4	3	6.0315
20~400		8	4	3	6.03175
20~400		8	4	3	6.032
20~400		8	4	3	6.03225
20~400		8	4	3	6.0325
20~400		8	4	3	6.03275
20~400		8	4	3	6.033
20~400		8	4	3	6.03325
20~400		8	4	3	6.0335
20~400		8	4	3	6.03375
20~400		8	4	3	6.034
20~400		8	4	3	6.03425
20~400		8	4	3	6.0345
20~400		8	4	3	6.03475
20~400		8	4	3	6.035
20~400		8	4	3	6.03525
20~400		8	4	3	6.0355
20~400		8	4	3	6.03575
20~400		8	4	3	6.036
20~400		8	4	3	6.03625
20~400		8	4	3	6.0365
20~400		8	4	3	6.03675
20~400		8	4	3	6.037
20~400		8	4	3	6.03725
20~400		8	4	3	6.0375
20~400		8	4	3	6.03775
20~400		8	4	3	6.038
20~400		8	4	3	6.03825
20~400		8	4	3	6.0385
20~400		8	4	3	6.03875
20~400		8	4	3	6.039
20~400		8	4	3	6.03925
20~400		8	4	3	6.0395
20~400		8	4	3	6.03975
20~400		8	4	3	6.04
20~400		8	4	3	6.04025
20~400		8	4	3	6.0405
20~400		8	4	3	6.04075
20~400		8	4	3	6.041
20~400		8	4	3	6.04125
20~400		8	4	3	6.0415
20~400		8	4	3	6.04175
20~400		8	4	3	6.042
20~400		8	4	3	6.04225
20~400		8	4	3	6.0425
20~400		8	4	3	6.04275
20~400		8	4	3	6.043
20~400		8	4	3	6.04325
20~400		8	4	3	6.0435
20~400		8	4	3	6.04375
20~400		8	4	3	6.044
20~400		8	4	3	6.04425
20~400		8	4	3	6.0445
20~400		8	4	3	6.04475
20~400		8	4	3	6.045
20~400		8	4	3	6.04525
20~400		8	4	3	6.0455
20~400		8	4	3	6.04575
20~400		8	4	3	6.046
20~400		8	4	3	6.04625
20~400		8	4	4	6.0465
20~400		8	4	4	6.04675
20~400		8	4	4	6.047
20~400		8	4	4	6.04725
20~400		8	4	4	6.0475
20~400		8	4	4	6.04775
20~400		8	4	4	6.048
20~400		8	4	4	6.04825
20~400		8	4	4	6.0485
20~400		8	4	4	6.04875
20~400		8	4	4	6.049
20~400		8	4	4	6.04925
20~400		8	4	4	6.0495
20~400		8	4	4	6.04975
20~400		8	4	4	6.05
20~400		8	4	4	6.05025
20~400		8	4	4	6.0505
20~400		8	4	4	6.05075
20~400		8	4	4	6.051
20~400		8	4	4	6.05125
20~400		8	4	4	6.0515
20~400		8	4	4	6.05175
20~400		8	4	4	6.052
20~400		8	4	4	6.05225
20~400		8	4	4	6.0525
20~400		8	4	4	6.05275
20~400		8	4	4	6.053
20~400		8	4	4	6.05325
20~400		8	4	4	6.0535
20~400		8	4	4	6.05375
20~400		8	4	4	6.054
20~400		8	4	4	6.05425
20~400		8	4	4	6.0545
20~400		8	4	4	6.05475
20~400		8	4	4	6.055
20~400		8	4	4	6.05525
20~400		8	4	4	6.0555
20~400		8	4	4	6.05575
20~400		8	4	4	6.056
20~400		8	4	4	6.05625
20~400		8	4	4	6.0565
20~400		8	4	4	6.05675
20~400		8	4	4	6.057
20~400		8	4	4	6.05725
20~400		8	4	4	6.0575
20~400		8	4	4	6.05775
20~400		8	4	4	6.058
20~400		8	4	4	6.05825
20~400		8	4	4	6.0585
20~400		8	4	4	6.05875
20~400		8	4	4	6.059
20~400		8	4	4	6.05925
20~400		8	4	4	6.0595
20~400		8	4	4	6.05975
20~400		8	4	4	6.06
20~400		8	4	4	6.06025
20~400		8	4	4	6.0605
20~400		8	4	4	6.06075
20~400		8	4	4	6.061
20~400		8	4	4	6.06125
20~400		8	4	4	6.0615
20~400		8	4	4	6.06175
20~400		8	4	4	6.062
20~400		8	4	4	6.06225
20~400		8	4	4	6.0625
20~400		8	4	4	6.06275
20~400		8	4	4	6.063
20~400		8	4	4	6.06325
20~400		8	4	4	6.0635
20~400		8	4	4	6.06375
20~400		8	4	4	6.064
20~400		8	4	4	6.06425
20~400		8	4	4	6.0645
20~400		8	4	4	6.06475
20~400		8	4	4	6.065
20~400		8	4	4	6.06525
20~400		8	4	4	6.0655
20~400		8	4	4	6.06575
20~400		8	4	4	6.066
20~400		8	4	4	6.06625
20~400		8	4	4	6.0665
20~400		8	4	4	6.06675
20~400		8	4	4	6.067
20~400		8	4	4	6.06725
20~400		8	4	4	6.0675
20~400		8	4	4	6.06775
20~400		8	4	4	6.068
20~400		8	4	4	6.06825
20~400		8	4	4	6.0685
20~400		8	4	4	6.06875
20~400		8	4	4	6.069
20~400		8	4	4	6.06925
20~400		8	4	4	6.0695
20~400		8	4	4	6.06975
20~400		8	4	4	6.07
20~400		8	4	4	6.07025
20~400		8	4	4	6.0705
20~400		8	4	4	6.07075
20~400		8	4	4	6.071
20~400		8	4	4	6.07125
20~400		8	4	4	6.0715
20~400		8	4	4	6.07175
20~400		8	4	4	6.072
20~400		8	4	4	6.07225
20~400		8	4	4	6.0725
20~400		8	4	4	6.07275
20~400		8	4	4	6.073
20~400		8	4	4	6.07325
20~400		8	4	4	6.0735
20~400		8	4	4	6.07375
20~400		8	4	4	6.074
20~400		8	4	4	6.07425
20~400		8	4	4	6.0745
20~400		8	4	4	6.07475
20~400		8	4	4	6.075
20~400		8	4	4	6.07525
20~400		8	4	4	6.0755
20~400		8	4	4	6.07575
20~400		8	4	4	6.076
20~400		8	4	4	6.07625
20~400		8	4	4	6.0765
20~400		8	4	4	6.07675
20~400		8	4	4	6.077
20~400		8	4	4	6.07725
20~400		8	4	4	6.0775
20~400		8	4	4	6.07775
20~400		8	4	4	6.078
20~400		8	4	4	6.07825
20~400		8	4	4	6.0785
20~400		8	4	4	6.07875
20~400		8	4	4	6.079
20~400		8	4	4	6.07925
20~400		8	4	4	6.0795
20~400		8	4	4	6.07975
20~400		8	4	4	6.08
20~400		8	4	4	6.08025
20~400		8	4	4	6.0805
20~400		8	4	4	6.08075
20~400		8	4	4	6.081
20~400		8	4	4	6.08125
20~400		8	4	4	6.0815
20~400		8	4	4	6.08175
20~400		8	4	4	6.082
20~400		8	4	4	6.08225
20~400		8	4	4	6.0825
20~400		8	4	4	6.08275
20~400		8	4	4	6.083
20~400		8	4	4	6.08325
20~400		8	4	4	6.0835
20~400		8	4	4	6.08375
20~400		8	4	4	6.084
20~400		8	4	4	6.08425
20~400		8	4	4	6.0845
20~400		8	4	4	6.08475
20~400		8	4	4	6.085
20~400		8	4	4	6.08525
20~400		8	4	4	6.0855
20~400		8	4	4	6.08575
20~400		8	4	4	6.086
20~400		8	4	4	6.08625
20~400		8	4	4	6.0865
20~400		8	4	4	6.08675
20~400		8	4	4	6.087
20~400		8	4	4	6.08725
20~400		8	4	4	6.0875
20~400		8	4	4	6.08775
20~400		8	4	4	6.088
20~400		8	4	4	6.08825
20~400		8	4	4	6.0885
20~400		8	4	4	6.08875
20~400		8	4	4	6.089
20~400		8	4	4	6.08925
20~400		8	4	4	6.0895
20~400		8	4	4	6.08975
20~400		8	4	4	6.09
20~400		8	4	4	6.09025
20~400		8	4	4	6.0905
20~400		8	4	4	6.09075
20~400		8	4	4	6.091
20~400		8	4	4	6.09125
20~400		8	4	4	6.0915
20~400		8	4	4	6.09175
20~400		8	4	4	6.092
20~400		8	4	4	6.09225
20~400		8	4	4	6.0925
20~400		8	4	4	6.09275
20~400		8	4	4	6.093
20~400		8	4	4	6.09325
20~400		8	4	4	6.0935
20~400		8	4	4	6.09375
20~400		8	4	4	6.094
20~400		8	4	4	6.09425
20~400		8	4	4	6.0945
20~400		8	4	4	6.09475
20~400		8	4	4	6.095
20~400		8	4	4	6.09525
20~400		8	4	4	6.0955
20~400		8	4	4	6.09575
20~400		8	4	4	6.096
20~400		8	4	4	6.09625
20~400		8	4	4	6.0965
20~400		8	4	4	6.09675
20~400		8	4	4	6.097
20~400		8	4	4	6.09725
20~400		8	4	4	6.0975
20~400		8	4	4	6.09775
20~400		8	4	4	6.098
20~400		8	4	4	6.09825
20~400		8	4	4	6.0985
20~400		8	4	4	6.09875
20~400		8	4	4	6.099
20~400		8	4	4	6.09925
20~400		8	4	4	6.0995
20~400		8	4	4	6.09975
20~400		8	4	4	6.1
20~400		8	4	4	6.10025
20~400		8	4	4	6.1005
20~400		8	4	4	6.10075
20~400		8	4	4	6.101
20~400		8	4	4	6.10125
20~400		8	4	4	6.1015
20~400		8	4	4	6.10175
20~400		8	4	4	6.102
20~400		8	4	4	6.10225
20~400		8	4	4	6.1025
20~400		8	4	4	6.10275
20~400		8	4	4	6.103
20~400		8	4	4	6.10325
20~400		8	4	4	6.1035
20~400		8	4	4	6.10375
20~400		8	4	4	6.104
20~400		8	4	4	6.10425
20~400		8	4	4	6.1045
20~400		8	4	4	6.10475
20~400		8	4	4	6.105
20~400		8	4	4	6.10525
20~400		8	4	4	6.1055
20~400		8	4	4	6.10575
20~400		8	4	4	6.106
20~400		8	4	4	6.10625
20~400		8	4	4	6.1065
20~400		8	4	4	6.10675
20~400		8	4	4	6.107
20~400		8	4	4	6.10725
20~400		8	4	4	6.1075
20~400		8	4	4	6.10775
20~400		8	4	4	6.108
20~400		8	4	4	6.10825
20~400		8	4	4	6.1085
20~400		8	4	4	6.10875
20~400		8	4	4	6.109
20~400		8	4	4	6.10925
20~400		8	4	4	6.1095
20~400		8	4	4	6.10975
20~400		8	4	4	6.11
20~400		8	4	4	6.11025
20~400		8	4	4	6.1105
20~400		8	4	4	6.11075
20~400		8	4	4	6.111
20~400		8	4	4	6.11125
20~400		8	4	4	6.1115
20~400		8	4	4	6.11175
20~400		8	4	4	6.112
20~400		8	4	4	6.11225
20~400		8	4	4	6.1125
20~400		8	4	4	6.11275
20~400		8	4	4	6.113
20~400		8	4	4	6.11325
20~400		8	4	4	6.1135
20~400		8	4	4	6.11375
20~400		8	4	4	6.114
20~400		8	4	4	6.11425
20~400		8	4	4	6.1145
20~400		8	4	4	6.11475
20~400		8	4	4	6.115
20~400		8	4	4	6.11525
20~400		8	4	4	6.1155
20~400		8	4	4	6.11575
20~400		8	4	4	6.116
20~400		8	4	4	6.11625
20~400		8	4	4	6.1165
20~400		8	4	4	6.11675
20~400		8	4	4	6.117
20~400		8	4	4	6.11725
20~400		8	4	4	6.1175
20~400		8	4	4	6.11775
20~400		8	4	4	6.118
20~400		8	4	4	6.11825
20~400		8	4	4	6.1185
20~400		8	4	4	6.11875
20~400		8	4	4	6.119
20~400		8	4	4	6.11925
20~400		8	4	4	6.1195
20~400		8	4	4	6.11975
20~400		8	4	4	6.12
20~400		8	4	4	6.12025
20~400		8	4	4	6.1205
20~400		8	4	4	6.12075
20~400		8	4	4	6.121
20~400		8	4	4	6.12125
20~400		8	4	4	6.1215
20~400		8	4	4	6.12175
20~400		8	4	4	6.122
20~400		8	4	4	6.12225
20~400		8	4	4	6.1225
20~400		8	4	4	6.12275
20~400		8	4	4	6.123
20~400		8	4	4	6.12325
20~400		8	4	4	6.1235
20~400		8	4	4	6.12375
20~400		8	4	4	6.124
20~400		8	4	4	6.12425
20~400		8	4	4	6.1245
20~400		8	4	4	6.12475
20~400		8	4	4	6.125
20~400		8	4	4	6.12525
20~400		8	4	4	6.1255
20~400		8	4	4	6.12575
20~400		8	4	4	6.126
20~400		8	4	4	6.12625
20~400		8	4	4	6.1265
20~400		8	4	4	6.12675
20~400		8	4	4	6.127
20~400		8	4	4	6.12725
20~400		8	4	4	6.1275
20~400		8	4	4	6.12775
20~400		8	4	4	6.128
20~400		8	4	4	6.12825
20~400		8	4	4	6.1285
20~400		8	4	4	6.12875
20~400		8	4	4	6.129
20~400		8	4	4	6.12925
20~400		8	4	4	6.1295
20~400		8	4	4	6.12975
20~400		8	4	4	6.13
20~400		8	4	4	6.13025
20~400		8	4	4	6.1305
20~400		8	4	4	6.13075
20~400		8	4	4	6.131
20~400		8	4	4	6.13125
20~400		8	4	4	6.1315
20~400		8	4	4	6.13175
20~400		8	4	4	6.132
20~400		8	4	4	6.13225
20~400		8	4	4	6.1325
20~400		8	4	4	6.13275
20~400		8	4	4	6.133
20~400		8	4	4	6.13325
20~400		8	4	4	6.1335
20~400		8	4	4	6.13375
20~400		8	4	4	6.134
20~400		8	4	4	6.13425
20~400		8	4	4	6.1345
20~400		8	4	4	6.13475
20~400		8	4	4	6.135
20~400		8	4	4	6.13525
20~400		8	4	4	6.1355
20~400		8	4	4	6.13575
20~400		8	4	4	6.136
20~400		8	4	4	6.13625
20~400		8	4	4	6.1365
20~400		8	4	4	6.13675
20~400		8	4	4	6.137
20~400		8	4	4	6.13725
20~400		8	4	4	6.1375
20~400		8	4	4	6.13775
20~400		8	4	4	6.138
20~400		8	4	4	6.13825
20~400		8	4	4	6.1385
20~400		8	4	4	6.13875
20~400		8	4	4	6.139
20~400		8	4	4	6.13925
20~400		8	4	4	6.1395
20~400		8	4	4	6.13975
20~400		8	4	4	6.14
20~400		8	4	4	6.14025
20~400		8	4	4	6.1405
20~400		8	4	4	6.14075
20~400		8	4	4	6.141
20~400		8	4	4	6.14125
20~400		8	4	4	6.1415
20~400		8	4	4	6.14175
20~400		8	4	4	6.142
20~400		8	4	4	6.14225
20~400		8	4	4	6.1425
20~400		8	4	4	6.14275
20~400		8	4	4	6.143
20~400		8	4	4	6.14325
20~400		8	4	4	6.1435
20~400		8	4	4	6.14375
20~400		8	4	4	6.144
20~400		8	4	4	6.14425
20~400		8	4	4	6.1445
20~400		8	4	4	6.14475
20~400		8	4	4	6.145
20~400		8	4	4	6.14525
20~400		8	4	4	6.1455
20~400		8	4	4	6.14575
20~400		8	4	4	6.146
20~400		8	4	4	6.14625
20~400		8	4	4	6.1465
20~400		8	4	4	6.14675
20~400		8	4	4	6.147
20~400		8	4	4	6.14725
20~400		8	4	4	6.1475
20~400		8	4	4	6.14775
20~400		8	4	4	6.148
20~400		8	4	4	6.14825
20~400		8	4	4	6.1485
20~400		8	4	4	6.14875
20~400		8	4	4	6.149
20~400		8	4	4	6.14925
20~400		8	4	4	6.1495
20~400		8	4	4	6.14975
20~400		8	4	4	6.15
20~400		8	4	4	6.15025
20~400		8	4	4	6.1505
20~400		8	4	4	6.15075
20~400		8	4	4	6.151
20~400		8	4	4	6.15125
20~400		8	4	4	6.1515
20~400		8	4	4	6.15175
20~400		8	4	4	6.152
20~400		8	4	4	6.15225
20~400		8	4	4	6.1525
20~400		8	4	4	6.15275
20~400		8	4	4	6.153
20~400		8	4	4	6.15325
20~400		8	4	4	6.1535
20~400		8	4	4	6.15375
20~400		8	4	4	6.154
20~400		8	4	4	6.15425
20~400		8	4	4	6.1545
20~400		8	4	4	6.15475
20~400		8	4	4	6.155
20~400		8	4	4	6.15525
20~400		8	4	4	6.1555
20~400		8	4	4	6.15575
20~400		8	4	4	6.156
20~400		8	4	4	6.15625
20~400		8	4	4	6.1565
20~400		8	4	4	6.15675
20~400		8	4	4	6.157
20~400		8	4	4	6.15725
20~400		8	4	4	6.1575
20~400		8	4	4	6.15775
20~400		8	4	4	6.158
20~400		8	4	4	6.15825
20~400		8	4	4	6.1585
20~400		8	4	4	6.15875
20~400		8	4	4	6.159
20~400		8	4	4	6.15925
20~400		8	4	4	6.1595
20~400		8	4	4	6.15975
20~400		8	4	4	6.16
20~400		8	4	4	6.16025
20~400		8	4	4	6.1605
20~400		8	4	4	6.16075
20~400		8	4	4	6.161
20~400		8	4	4	6.16125
20~400		8	4	4	6.1615
20~400		8	4	4	6.16175
20~400		8	4	4	6.162
20~400		8	4	4	6.16225
20~400		8	4	4	6.1625
20~400		8	4	4	6.16275
20~400		8	4	4	6.163
20~400		8	4	4	6.16325
20~400		8	4	4	6.1635
20~400		8	4	4	6.16375
20~400		8	4	4	6.164
20~400		8	4	4	6.16425
20~400		8	4	4	6.1645
20~400		8	4	4	6.16475
20~400		8	4	4	6.165
20~400		8	4	4	6.16525
20~400		8	4	4	6.1655
20~400		8	4	4	6.16575
20~400		8	4	4	6.166
20~400		8	4	4	6.16625
20~400		8	4	4	6.1665
20~400		8	4	4	6.16675
20~400		8	4	4	6.167
20~400		8	4	4	6.16725
20~400		8	4	4	6.1675
20~400		8	4	4	6.16775
20~400		8	4	4	6.168
20~400		8	4	4	6.16825
20~400		8	4	4	6.1685
20~400		8	4	4	6.16875
20~400		8	4	4	6.169
20~400		8	4	4	6.16925
20~400		8	4	4	6.1695
20~400		8	4	4	6.16975
20~400		8	4	4	6.17
20~400		8	4	4	6.17025
20~400		8	4	4	6.1705
20~400		8	4	4	6.17075
20~400		8	4	4	6.171
20~400		8	4	4	6.17125
20~400		8	4	4	6.1715
20~400		8	4	4	6.17175
20~400		8	4	4	6.172
20~400		8	4	4	6.17225
20~400		8	4	4	6.1725
20~400		8	4	4	6.17275
20~400		8	4	4	6.173
20~400		8	4	4	6.17325
20~400		8	4	4	6.1735
20~400		8	4	4	6.17375
20~400		8	4	4	6.174
20~400		8	4	4	6.17425
20~400		8	4	4	6.1745
20~400		8	4	4	6.17475
20~400		8	4	4	6.175
20~400		8	4	4	6.17525
20~400		8	4	4	6.1755
20~400		8	4	4	6.17575
20~400		8	4	4	6.176
20~400		8	4	4	6.17625
20~400		8	4	4	6.1765
20~400		8	4	4	6.17675
20~400		8	4	4	6.177
20~400		8	4	4	6.17725
20~400		8	4	4	6.1775
20~400		8	4	4	6.17775
20~400		8	4	4	6.178
20~400		8	4	4	6.17825
20~400		8	4	4	6.1785
20~400		8	4	4	6.17875
20~400		8	4	4	6.179
20~400		8	4	4	6.17925
20~400		8	4	4	6.1795
20~400		8	4	4	6.17975
20~400		8	4	4	6.18
20~400		8	4	4	6.18025
20~400		8	4	4	6.1805
20~400		8	4	4	6.18075
20~400		8	4	4	6.181
20~400		8	4	4	6.18125
20~400		8	4	4	6.1815
20~400		8	4	4	6.18175
20~400		8	4	4	6.182
20~400		8	4	4	6.18225
20~400		8	4	4	6.1825
20~400		8	4	4	6.18275
20~400		8	4	4	6.183
20~400		8	4	4	6.18325
20~400		8	4	4	6.1835
20~400		8	4	4	6.18375
20~400		8	4	4	6.184
20~400		8	4	4	6.18425
20~400		8	4	4	6.1845
20~400		8	4	4	6.18475
20~400		8	4	4	6.185
20~400		8	4	4	6.18525
20~400		8	4	4	6.1855
20~400		8	4	4	6.18575
20~400		8	4	4	6.186
20~400		8	4	4	6.18625
20~400		8	4	4	6.1865
20~400		8	4	4	6.18675
20~400		8	4	4	6.187
20~400		8	4	4	6.18725
20~400		8	4	4	6.1875
20~400		8	4	4	6.18775
20~400		8	4	4	6.188
20~400		8	4	4	6.18825
20~400		8	4	4	6.1885
20~400		8	4	4	6.18875
20~400		8	4	4	6.189
20~400		8	4	4	6.18925
20~400		8	4	4	6.1895
20~400		8	4	4	6.18975
20~400		8	4	4	6.19
20~400		8	4	4	6.19025
20~400		8	4	4	6.1905
20~400		8	4	4	6.19075
20~400		8	4	4	6.191
20~400		8	4	4	6.19125
20~400		8	4	4	6.1915
20~400		8	4	4	6.19175
20~400		8	4	4	6.192
20~400		8	4	4	6.19225
20~400		8	4	4	6.1925
20~400		8	4	4	6.19275
20~400		8	4	4	6.193
20~400		8	4	4	6.19325
20~400		8	4	4	6.1935
20~400		8	4	4	6.19375
20~400		8	4	4	6.194
20~400		8	4	4	6.19425
20~400		8	4	4	6.1945
20~400		8	4	4	6.19475
20~400		8	4	4	6.195
20~400		8	4	4	6.19525
20~400		8	4	4	6.1955
20~400		8	4	4	6.19575
20~400		8	4	4	6.196
20~400		8	4	4	6.19625
20~400		8	4	4	6.1965
20~400		8	4	4	6.19675
20~400		8	4	4	6.197
20~400		8	4	4	6.19725
20~400		8	4	4	6.1975
20~400		8	4	4	6.19775
20~400		8	4	4	6.198
20~400		8	4	4	6.19825
20~400		8	4	4	6.1985
20~400		8	4	4	6.19875
20~400		8	4	4	6.199
20~400		8	4	4	6.19925
20~400		8	4	4	6.1995
20~400		8	4	4	6.19975
20~400		8	4	4	6.2
20~400		8	4	4	6.20025
20~400		8	4	4	6.2005
20~400		8	4	4	6.20075
20~400		8	4	4	6.201
20~400		8	4	4	6.20125
20~400		8	4	4	6.2015
20~400		8	4	4	6.20175
20~400		8	4	4	6.202
20~400		8	4	4	6.20225
20~400		8	4	4	6.2025
20~400		8	4	4	6.20275
20~400		8	4	4	6.203
20~400		8	4	4	6.20325
20~400		8	4	4	6.2035
20~400		8	4	4	6.20375
20~400		8	4	4	6.204
20~400		8	4	4	6.20425
20~400		8	4	4	6.2045
20~400		8	4	4	6.20475
20~400		8	4	4	6.205
20~400		8	4	4	6.20525
20~400		8	4	4	6.2055
20~400		8	4	4	6.20575
20~400		8	4	4	6.206
20~400		8	4	4	6.20625
20~400		8	4	4	6.2065
20~400		8	4	4	6.20675
20~400		8	4	4	6.207
20~400		8	4	4	6.20725
20~400		8	4	4	6.2075
20~400		8	4	4	6.20775
20~400		8	4	4	6.208
20~400		8	4	4	6.20825
20~400		8	4	4	6.2085
20~400		8	4	4	6.20875
20~400		8	4	4	6.209
20~400		8	4	4	6.20925
20~400		8	4	4	6.2095
20~400		8	4	4	6.20975
20~400		8	4	4	6.21
20~400		8	4	4	6.21025
20~400		8	4	4	6.2105
20~400		8	4	4	6.21075
20~400		8	4	4	6.211
20~400		8	4	4	6.21125
20~400		8	4	4	6.2115
20~400		8	4	4	6.21175
20~400		8	4	4	6.212
20~400		8	4	4	6.21225
20~400		8	4	4	6.2125
20~400		8	4	4	6.21275
20~400		8	4	4	6.213
20~400		8	4	4	6.21325
20~400		8	4	4	6.2135
20~400		8	4	4	6.21375
20~400		8	4	4	6.214
20~400		8	4	4	6.21425
20~400		8	4	4	6.2145
20~400		8	4	4	6.21475
20~400		8	4	4	6.215
20~400		8	4	4	6.21525
20~400		8	4	4	6.2155
20~400		8	4	4	6.21575
20~400		8	4	4	6.216
20~400		8	4	4	6.21625
20~400		8	4	4	6.2165
20~400		8	4	4	6.21675
20~400		8	4	4	6.217
20~400		8	4	4	6.21725
20~400		8	4	4	6.2175
20~400		8	4	4	6.21775
20~400		8	4	4	6.218
20~400		8	4	4	6.21825
20~400		8	4	4	6.2185
20~400		8	4	4	6.21875
20~400		8	4	4	6.219
20~400		8	4	4	6.21925
20~400		8	4	4	6.2195
20~400		8	4	4	6.21975
20~400		8	4	4	6.22
20~400		8	4	4	6.22025
20~400		8	4	4	6.2205
20~400		8	4	4	6.22075
20~400		8	4	4	6.221
20~400		8	4	4	6.22125
20~400		8	4	4	6.2215
20~400		8	4	4	6.22175
20~400		8	4	4	6.222
20~400		8	4	4	6.22225
20~400		8	4	4	6.2225
20~400		8	4	4	6.22275
20~400		8	4	4	6.223
20~400		8	4	4	6.22325
20~400		8	4	4	6.2235
20~400		8	4	4	6.22375
20~400		8	4	4	6.224
20~400		8	4	4	6.22425
20~400		8	4	4	6.2245
20~400		8	4	4	6.22475
20~400		8	4	4	6.225
20~400		8	4	4	6.22525
20~400		8	4	4	6.2255
20~400		8	4	4	6.22575
20~400		8	4	4	6.226
20~400		8	4	4	6.22625
20~400		8	4	4	6.2265
20~400		8	4	4	6.22675
20~400		8	4	4	6.227
20~400		8	4	4	6.22725
20~400		8	4	4	6.2275
20~400		8	4	4	6.22775
20~400		8	4	4	6.228
20~400		8	4	4	6.22825
20~400		8	4	4	6.2285
20~400		8	4	4	6.22875
20~400		8	4	4	6.229
20~400		8	4	4	6.22925
20~400		8	4	4	6.2295
20~400		8	4	4	6.22975
20~400		8	4	4	6.23
20~400		8	4	4	6.23025
20~400		8	4	4	6.2305
20~400		8	4	4	6.23075
20~400		8	4	4	6.231
20~400		8	4	4	6.23125
20~400		8	4	4	6.2315
20~400		8	4	4	6.23175
20~400		8	4	4	6.232
20~400		8	4	4	6.23225
20~400		8	4	4	6.2325
20~400		8	4	4	6.23275
20~400		8	4	4	6.233
20~400		8	4	4	6.23325
20~400		8	4	4	6.2335
20~400		8	4	4	6.23375
20~400		8	4	4	6.234
20~400		8	4	4	6.23425
20~400		8	4	4	6.2345
20~400		8	4	4	6.23475
20~400		8	4	4	6.235
20~400		8	4	4	6.23525
20~400		8	4	4	6.2355
20~400		8	4	4	6.23575
20~400		8	4	4	6.236
20~400		8	4	4	6.23625
20~400		8	4	4	6.2365
20~400		8	4	4	6.23675
20~400		8	4	4	6.237
20~400		8	4	4	6.23725
20~400		8	4	4	6.2375
20~400		8	4	4	6.23775
20~400		8	4	4	6.238
20~400		8	4	4	6.23825
20~400		8	4	4	6.2385
20~400		8	4	4	6.23875
20~400		8	4	4	6.239
20~400		8	4	4	6.23925
20~400		8	4	4	6.2395
20~400		8	4	4	6.23975
20~400		8	4	4	6.24
20~400		8	4	4	6.24025
20~400		8	4	4	6.2405
20~400		8	4	4	6.24075
20~400		8	4	4	6.241
20~400		8	4	4	6.24125
20~400		8	4	4	6.2415
20~400		8	4	4	6.24175
20~400		8	4	4	6.242
20~400		8	4	4	6.24225
20~400		8	4	4	6.2425
20~400		8	4	4	6.24275
20~400		8	4	4	6.243
20~400		8	4	4	6.24325
20~400		8	4	4	6.2435
20~400		8	4	4	6.24375
20~400		8	4	4	6.244
20~400		8	4	4	6.24425
20~400		8	4	4	6.2445
20~400		8	4	4	6.24475
20~400		8	4	4	6.245
20~400		8	4	4	6.24525
20~400		8	4	4	6.2455
20~400		8	4	4	6.24575
20~400		8	4	4	6.246
20~400		8	4	4	6.24625
20~400		8	4	4	6.2465
20~400		8	4	4	6.24675
20~400		8	4	4	6.247
20~400		8	4	4	6.24725
20~400		8	4	4	6.2475
20~400		8	4	4	6.24775
20~400		8	4	4	6.248
20~400		8	4	4	6.24825
20~400		8	4	4	6.2485
20~400		8	4	4	6.24875
20~400		8	4	4	6.249
20~400		8	4	4	6.24925
20~400		8	4	4	6.2495
20~400		8	4	4	6.24975
20~400		8	4	4	6.25
20~400		8	4	4	6.25025
20~400		8	4	4	6.2505
20~400		8	4	4	6.25075
20~400		8	4	4	6.251
